"name","OperatingSystem","lastlogondate","PasswordLastSet","ipv4address","primarygroup","Enabled","isDeleted","LockedOut"
"usposftmyers1","Windows XP Professional","5/14/2014 8:48:51 PM","5/14/2014 9:01:49 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1427","Windows 7 Enterprise","4/11/2016 6:37:56 AM","3/16/2016 1:21:42 PM","10.12.6.94","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3798","Windows 7 Enterprise","4/15/2016 4:11:19 AM","4/5/2016 2:16:45 AM","10.14.212.101","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"PT2181","Windows 7 Enterprise","4/8/2016 2:24:07 PM","4/6/2016 3:39:29 PM","10.9.5.179","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"PT2110","Windows 7 Enterprise","4/8/2016 8:47:45 AM","4/14/2016 8:48:08 AM","10.9.5.59","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1380","Windows 7 Enterprise","2/8/2016 6:04:28 AM","1/18/2016 6:00:56 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"TH1487","Windows 7 Enterprise","4/5/2016 8:25:21 PM","3/25/2016 4:15:39 PM","10.1.7.219","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"PT2206","Windows 7 Enterprise","4/14/2016 9:20:08 AM","3/24/2016 9:02:01 AM","10.9.5.81","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3450","Windows 7 Enterprise","4/14/2016 5:41:18 AM","4/4/2016 12:30:58 PM","10.18.22.56","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"PT2209","Windows 7 Enterprise","4/8/2016 8:00:28 AM","3/21/2016 7:58:40 AM","10.9.5.58","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"PT2064","Windows 7 Enterprise","4/8/2016 11:18:28 AM","4/7/2016 9:03:52 AM","10.9.5.228","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4163","Windows 7 Enterprise","4/6/2016 4:53:17 PM","4/7/2016 9:53:34 AM","10.18.6.37","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3650","Windows 7 Enterprise","4/5/2016 11:27:54 AM","4/12/2016 2:15:22 PM","10.18.6.45","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4042","Windows 7 Enterprise","4/7/2016 3:12:06 AM","4/11/2016 12:45:19 PM","10.18.22.68","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4004","Windows 7 Enterprise","4/12/2016 3:50:34 AM","4/12/2016 3:49:26 AM","10.18.21.147","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3943","Windows 7 Enterprise","4/7/2016 10:18:52 PM","4/6/2016 7:51:20 AM","10.18.7.39","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3546","Windows 7 Enterprise","4/6/2016 9:26:32 PM","3/21/2016 2:12:42 AM","10.18.21.72","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3703","Windows 7 Enterprise","4/5/2016 8:23:18 AM","4/7/2016 6:12:30 PM","10.18.7.52","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1323","Windows 7 Enterprise","4/6/2016 3:09:16 AM","4/12/2016 1:04:31 AM","10.12.5.101","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3679","Windows XP Professional","4/14/2016 6:40:43 AM","4/2/2016 1:31:51 AM","10.18.20.141","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3922","Windows 7 Enterprise","4/7/2016 4:49:22 AM","4/6/2016 2:38:54 AM","10.18.7.114","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3585","Windows 7 Enterprise","4/6/2016 3:58:21 AM","4/7/2016 1:37:51 AM","10.18.22.20","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3716","Windows 7 Enterprise","4/9/2016 12:10:29 AM","4/9/2016 7:26:17 PM","10.18.212.229","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4032","Windows 7 Enterprise","4/11/2016 8:37:12 AM","4/11/2016 8:56:41 PM","10.18.7.177","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4150","Windows 7 Enterprise","4/15/2016 10:28:10 AM","4/7/2016 5:48:46 AM","10.18.212.65","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3975","Windows 7 Enterprise","4/5/2016 8:19:47 AM","4/7/2016 3:30:35 PM","10.18.6.38","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3927","Windows 7 Enterprise","4/7/2016 12:58:28 AM","3/16/2016 6:09:44 PM","10.18.7.59","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3970","Windows 7 Professional","4/13/2016 4:48:22 AM","4/13/2016 4:48:19 AM","10.18.22.94","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3746","Windows 7 Enterprise","4/11/2016 1:44:23 AM","3/21/2016 4:32:11 AM","10.5.7.62","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1429","Windows XP Professional","4/15/2016 2:42:26 AM","4/4/2016 1:02:58 AM","10.12.40.92","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DK3516","Windows 7 Enterprise","4/11/2016 6:55:33 AM","4/7/2016 7:12:37 AM","10.129.5.85","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4084","Windows 7 Enterprise","3/28/2016 4:13:01 AM","4/5/2016 3:18:42 AM","10.18.21.144","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1505","Windows 7 Enterprise","4/7/2016 7:07:52 AM","4/7/2016 6:14:02 AM","10.12.6.32","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"JP0034","Windows 7 Enterprise","4/7/2016 2:31:53 AM","4/13/2016 11:32:48 PM","10.72.5.29","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1517","Windows 7 Enterprise","1/15/2016 8:54:38 AM","1/15/2016 8:54:38 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3961","Windows 7 Enterprise","4/5/2016 10:34:10 AM","4/4/2016 9:17:11 PM","10.18.7.56","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1516","Windows 7 Enterprise N","4/14/2016 8:26:31 AM","4/14/2016 8:26:31 AM","10.12.5.37","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"PT2116","Windows 7 Enterprise","4/9/2016 3:27:46 PM","4/5/2016 12:02:29 AM","10.9.5.149","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usposglendale01","Windows XP Professional","4/5/2016 8:34:27 PM","4/4/2016 5:54:47 PM","172.26.2.76","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3771","Windows 7 Enterprise","4/10/2016 8:36:34 PM","7/11/2015 4:45:50 PM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"TH6259","Windows 7 Enterprise","4/5/2016 11:13:39 PM","4/7/2016 5:56:06 PM","10.1.5.60","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1311","Windows XP Professional","4/11/2016 9:52:50 AM","4/9/2016 3:46:55 AM","10.12.44.108","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1539","Windows 7 Enterprise","4/8/2016 7:24:59 AM","4/7/2016 7:26:13 AM","10.12.5.251","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3594","Windows 7 Enterprise","4/14/2016 7:13:31 AM","4/10/2016 11:02:17 PM","10.18.6.47","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3539","Windows 7 Enterprise","4/15/2016 6:26:01 AM","4/11/2016 5:15:14 PM","10.18.21.18","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3739","Windows 7 Enterprise","4/6/2016 11:21:05 PM","4/6/2016 11:21:05 PM","10.18.6.39","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3750","Windows 7 Enterprise","4/11/2016 2:03:14 AM","3/21/2016 1:07:34 AM","10.5.5.200","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"NL2563","Windows 7 Enterprise","4/8/2016 6:56:50 AM","3/19/2016 5:40:00 AM","10.86.5.69","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1410","Windows 7 Enterprise N","4/13/2016 5:13:21 AM","4/9/2016 8:10:04 PM","10.12.5.82","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"TH6190","Windows 7 Enterprise","4/10/2016 2:32:24 AM","4/7/2016 5:31:02 PM","10.1.7.216","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"PT2093","Windows 7 Enterprise","4/8/2016 6:35:58 AM","4/7/2016 12:10:13 AM","10.9.5.67","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3772","Windows 7 Enterprise","4/14/2016 2:20:30 AM","4/13/2016 5:06:23 AM","10.5.8.122","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1338","Windows 7 Enterprise","4/8/2016 6:15:31 AM","4/11/2016 5:35:39 AM","10.12.70.10","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1362","Windows 7 Enterprise N","4/15/2016 10:19:08 AM","4/9/2016 9:13:16 PM","10.12.5.140","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3942","Windows 7 Enterprise","4/6/2016 7:37:05 AM","4/6/2016 2:35:57 PM","10.18.7.41","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3913","Windows 7 Enterprise","4/6/2016 7:35:43 PM","3/20/2016 8:29:48 AM","10.18.6.15","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3764","Windows 7 Enterprise","4/11/2016 1:33:56 AM","3/20/2016 11:16:37 AM","10.5.5.239","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1314","Windows 7 Enterprise N","4/15/2016 7:06:13 AM","3/28/2016 5:33:47 AM","10.12.40.96","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1451","Windows 7 Enterprise","4/11/2016 5:58:19 AM","4/11/2016 5:58:19 AM","10.12.5.119","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3634","Windows 7 Enterprise","4/7/2016 3:53:41 AM","3/16/2016 4:45:29 PM","10.18.21.78","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3760","Windows 7 Enterprise","4/11/2016 1:01:31 AM","3/21/2016 1:22:48 AM","10.5.7.29","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3717","Windows 7 Enterprise","4/6/2016 5:34:35 AM","4/13/2016 4:26:32 AM","10.18.22.37","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4041","Windows 7 Enterprise","4/7/2016 2:52:37 AM","4/15/2016 10:04:25 AM","10.18.22.45","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3777","Windows 7 Enterprise","4/7/2016 1:00:30 AM","3/16/2016 7:28:40 AM","10.18.21.29","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3806","Windows 7 Enterprise","4/7/2016 1:09:04 AM","4/9/2016 8:25:09 AM","10.18.22.40","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3767","Windows 7 Enterprise","4/11/2016 2:30:17 AM","3/21/2016 12:52:48 AM","10.5.7.67","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SG1068","Windows 7 Enterprise","4/14/2016 4:34:16 AM","3/21/2016 1:14:27 AM","10.20.5.89","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3811","Windows 7 Enterprise","4/14/2016 7:48:43 AM","3/19/2016 2:10:55 AM","10.18.22.97","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"TH6161","Windows 7 Enterprise","3/21/2016 1:08:34 AM","3/14/2016 1:04:41 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3740","Windows 7 Enterprise","4/6/2016 2:06:19 PM","4/14/2016 1:40:15 PM","10.18.6.30","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3945","Windows 7 Enterprise","4/9/2016 4:18:53 AM","4/4/2016 5:07:39 PM","10.18.7.37","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3633","Windows 7 Enterprise","4/5/2016 11:30:43 AM","4/5/2016 8:21:08 AM","10.18.21.96","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4015","Windows 7 Enterprise","4/7/2016 3:51:16 AM","4/14/2016 4:45:19 AM","10.18.21.149","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3783","Windows 7 Enterprise","4/7/2016 1:08:21 AM","4/4/2016 6:02:00 AM","10.18.22.34","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4068","Windows 7 Enterprise","4/7/2016 2:42:19 AM","4/13/2016 7:43:14 AM","10.18.21.170","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3609","Windows XP Professional","4/11/2016 8:56:58 PM","8/13/2015 7:10:33 AM","10.18.42.126","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3726","Windows 7 Enterprise","4/7/2016 3:45:33 AM","4/6/2016 4:21:55 AM","10.18.17.32","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"TH5925","Windows 7 Enterprise","4/7/2016 3:14:54 AM","4/4/2016 2:03:31 AM","10.1.5.80","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3752","Windows 7 Enterprise","4/11/2016 2:31:47 AM","3/21/2016 1:06:51 AM","10.5.5.134","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4093","Windows 7 Enterprise","4/13/2016 2:15:44 AM","4/2/2016 8:30:05 PM","10.18.22.18","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3803","Windows 7 Enterprise","4/7/2016 2:08:22 AM","4/11/2016 8:32:40 AM","10.18.22.53","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3554","Windows 7 Enterprise","4/7/2016 3:24:39 AM","4/8/2016 2:04:02 AM","10.18.21.83","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3659","Windows 7 Enterprise","4/7/2016 5:19:07 AM","3/25/2016 12:55:22 AM","10.14.15.126","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3905","Windows 7 Enterprise","4/7/2016 2:17:04 AM","3/19/2016 6:00:33 AM","10.18.21.125","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4043","Windows 7 Enterprise","4/11/2016 2:42:17 AM","3/17/2016 11:50:19 AM","10.18.17.39","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3867","Windows 7 Enterprise","4/8/2016 11:43:02 AM","4/6/2016 11:50:02 PM","10.18.20.54","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3734","Windows 7 Enterprise","4/14/2016 2:45:29 AM","4/4/2016 2:17:49 AM","10.18.17.66","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3579","Windows 7 Enterprise","4/15/2016 2:26:46 AM","4/13/2016 7:09:14 AM","10.14.212.87","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4118","Windows 7 Enterprise","4/14/2016 1:23:50 PM","3/28/2016 7:35:46 PM","10.18.22.25","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4077","Windows 7 Enterprise","4/5/2016 3:24:53 PM","4/7/2016 8:15:22 PM","10.18.21.41","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3574","Windows 7 Enterprise","3/31/2016 3:50:59 AM","3/10/2016 3:33:09 AM","10.18.20.103","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3982","Windows 7 Enterprise","4/7/2016 2:31:16 AM","3/18/2016 1:27:02 AM","10.18.20.152","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4005","Windows 7 Enterprise","4/7/2016 3:11:10 AM","4/6/2016 11:54:35 AM","10.18.20.64","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4001","Windows 7 Enterprise","4/11/2016 3:06:51 AM","4/5/2016 2:43:55 AM","10.18.20.128","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3725","Windows 7 Enterprise","4/7/2016 3:54:29 AM","4/4/2016 2:29:28 AM","10.18.17.18","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3595","Windows 7 Enterprise","4/14/2016 9:45:55 AM","4/6/2016 9:12:30 PM","10.18.7.57","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3798","Windows 7 Enterprise","4/8/2016 2:27:55 AM","4/11/2016 2:29:38 AM","10.18.20.118","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4012","Windows 7 Enterprise","4/14/2016 2:07:47 AM","4/13/2016 1:37:44 PM","10.18.21.30","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3799","Windows 7 Enterprise","4/7/2016 2:30:11 AM","4/6/2016 9:30:24 AM","10.18.20.145","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3570","Windows 7 Enterprise","4/7/2016 3:19:05 AM","3/19/2016 1:17:03 AM","10.18.17.68","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3887","Windows 7 Enterprise","4/7/2016 2:13:53 AM","4/7/2016 2:13:29 AM","10.18.20.73","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3901","Windows 7 Enterprise","4/7/2016 2:35:37 AM","4/13/2016 8:09:13 AM","10.18.20.49","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4045","Windows 7 Enterprise","4/15/2016 3:00:59 AM","4/9/2016 6:30:48 PM","10.18.17.50","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3846","Windows 7 Enterprise","4/14/2016 2:46:40 AM","3/24/2016 1:02:39 AM","10.18.22.55","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3631","Windows 7 Enterprise","4/15/2016 9:49:47 AM","4/7/2016 2:18:27 AM","10.5.5.186","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4047","Windows 7 Enterprise","4/7/2016 2:29:08 AM","4/4/2016 9:22:43 AM","10.18.17.42","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3861","Windows 7 Enterprise","4/7/2016 2:16:29 AM","4/5/2016 2:19:34 AM","10.18.20.66","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3598","Windows 7 Enterprise","4/8/2016 2:46:20 AM","3/16/2016 2:08:58 AM","10.73.5.71","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4080","Windows 7 Enterprise","4/7/2016 5:36:05 AM","4/5/2016 3:19:48 AM","10.18.20.123","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3155","Windows 7 Enterprise","4/14/2016 5:12:38 PM","4/10/2016 6:07:11 AM","10.18.212.64","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3596","Windows 7 Enterprise","4/11/2016 2:28:39 AM","3/28/2016 2:12:22 AM","10.5.5.233","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3779","Windows 7 Enterprise","4/7/2016 3:58:07 AM","4/7/2016 2:51:57 AM","10.18.20.100","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"TH5967","Windows 7 Enterprise","4/7/2016 3:27:45 AM","4/12/2016 2:37:53 AM","10.1.5.39","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"TH5962","Windows 7 Enterprise","4/7/2016 1:45:51 AM","3/18/2016 3:34:38 AM","10.1.5.69","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID4202","Windows 7 Enterprise","4/7/2016 11:33:15 AM","4/7/2016 2:07:52 AM","10.18.22.76","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"CN3423","Windows 7 Enterprise","4/11/2016 1:51:52 AM","3/24/2016 12:49:33 AM","10.5.5.208","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3797","Windows 7 Enterprise","4/14/2016 11:43:36 PM","4/4/2016 2:54:31 PM","10.18.21.142","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"TH6219","Windows 7 Enterprise","4/4/2016 11:12:17 PM","3/10/2016 2:01:38 AM","10.1.5.222","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"ID3637","Windows 7 Enterprise","4/5/2016 1:07:59 AM","4/7/2016 7:29:56 PM","10.18.22.23","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"usboscarlsbad01","Windows XP Professional","11/30/2015 9:26:55 PM","11/14/2015 8:29:31 AM",,"CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DK3526","Windows 7 Enterprise","4/15/2016 1:50:08 AM","3/20/2016 12:47:05 AM","10.35.5.106","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1119","Windows XP Professional","4/11/2016 6:24:40 AM","4/6/2016 8:34:21 AM","10.12.5.198","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"NL2579","Windows 7 Enterprise","4/8/2016 10:25:25 AM","3/29/2016 6:00:11 AM","10.86.5.10","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1399","Windows 7 Enterprise","4/11/2016 8:52:47 AM","4/11/2016 9:07:19 AM","10.12.5.166","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1452","Windows 7 Enterprise","4/11/2016 5:46:36 AM","4/7/2016 6:03:27 AM","10.12.5.149","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"NL2561","Windows 7 Enterprise","4/8/2016 7:33:39 AM","3/21/2016 6:05:34 AM","10.86.5.16","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"NL2580","Windows 7 Enterprise","4/8/2016 6:59:27 AM","4/11/2016 6:17:04 AM","10.86.5.11","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1489","Windows 7 Enterprise","4/11/2016 5:47:11 AM","4/11/2016 6:16:38 AM","10.12.5.10","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1414","Windows 7 Enterprise","4/8/2016 7:54:23 AM","4/13/2016 3:35:15 PM","10.12.6.11","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1461","Windows 7 Enterprise","4/8/2016 8:29:50 AM","4/11/2016 6:44:33 AM","10.12.5.157","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1482","Windows 7 Enterprise","4/11/2016 7:30:15 AM","4/7/2016 7:26:25 AM","10.12.5.40","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"PT2159","Windows 7 Enterprise","4/8/2016 9:15:36 AM","4/6/2016 7:11:33 PM","10.9.5.164","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1483","Windows 7 Enterprise","4/11/2016 8:25:09 AM","4/1/2016 6:23:18 AM","10.12.5.7","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"NL2620","Windows 7 Enterprise","4/11/2016 2:49:17 PM","3/31/2016 6:47:03 AM","10.86.5.152","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"DK4486","Windows 7 Enterprise","4/11/2016 6:30:34 AM","3/17/2016 6:47:25 AM","10.129.5.62","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"SK1504","Windows 7 Enterprise","4/11/2016 6:13:40 AM","4/6/2016 11:59:32 AM","10.12.5.139","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"PT2163","Windows 7 Enterprise","4/8/2016 8:55:36 AM","4/4/2016 8:56:45 AM","10.9.5.34","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
"PT2226","Windows 7 Enterprise","4/8/2016 8:56:16 AM","4/7/2016 8:41:30 AM","10.9.5.107","CN=Domain Computers,CN=Users,DC=prd,DC=eccocorp,DC=net","True",,"False"
